"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DRAIC",137.367451811367,-3.46631472537656,0.930431695139417,-3.72549080548805,0.000194935558498731,0.00274989638275511
"AC025164.1",391.777644378234,-1.55038870407884,0.248945510201396,-6.22782352180035,4.72959380044237e-10,4.51296948062022e-08
"NUDT16P1",92.4769918571603,-2.08829247069597,0.44572722135767,-4.68513559556694,2.79774650252949e-06,8.43451773467497e-05
"LINC02288",15.1096510785939,-2.28955059795793,0.682209438886296,-3.35608167734474,0.000790552175196295,0.0083772026988192
"H2AFJ",176.318690827448,-1.2648326743176,0.35671875605932,-3.54574199655279,0.000391509322583501,0.00481449366963018
"AC005920.1",17.9333166535832,2.47101870275068,0.751393209007365,3.28858269296184,0.00100693199670376,0.010058877709294
"UBL7-AS1",85.5397568380623,-1.20012698006308,0.347988411022795,-3.44875559658929,0.000563176189459935,0.00639668227770075
"SPTY2D1OS",8.40055995805001,4.51046670119967,1.0605333568061,4.2530172881911,2.10909286938222e-05,0.000459750427313932
"AC120114.1",12.8860497912405,-1.57240271539153,0.479775860867761,-3.2773693794172,0.00104779197701893,0.0103799137625445
"AC098487.1",22.4157261936462,4.65527238856705,1.20783082480346,3.85424207841736,0.000116088690242926,0.00184184950190129
"WDR45P1",8.9876038339247,3.34840964688775,1.07589972304062,3.11219491480558,0.00185701845249129,0.0164097946841633
"BACH1-IT1",77.0198174344241,1.8903151420914,0.441775807544637,4.27890144686205,1.87817995415044e-05,0.00041843284463116
"MTATP6P1",400.914829891365,1.41558451175893,0.457400568258554,3.09484642126361,0.00196914830261496,0.0170960948556215
"DSTNP2",80.4761772433642,1.14916123827382,0.409586148323567,2.805664310127,0.00502129734033549,0.0349779007912006
"ARL4AP2",23.8023633254577,-1.83311901644607,0.655683174439206,-2.79573899088368,0.00517812008334924,0.0358358505528812
"AC084871.1",141.347305021859,2.39972130260338,0.73644925178614,3.25850192227535,0.00112002117542934,0.0109665577723911
"LINC01093",85.274401087139,7.34965124245628,0.949483415719964,7.74068416654046,9.88832553177151e-15,2.50038671477757e-12
"NAIP",3482.04416179161,-1.3888961647565,0.432822116285529,-3.2089306726652,0.00133229612411336,0.0126411905697417
"AC006160.1",87.1818367483219,1.27622396824204,0.458201519141014,2.78528969226154,0.00534799196518121,0.0366976015819711
"AP000295.1",1332.90520497169,-1.05899239427589,0.33725163612369,-3.14006599477992,0.00168909778991974,0.0153085838675119
"LINC00942",46.6033118752164,5.02819958506856,1.56552871985608,3.21182200064066,0.00131896068668384,0.0125322948477818
"SRD5A3-AS1",4.61930337547125,3.33556710801578,1.20227107908495,2.77438854351756,0.00553055812908188,0.0375806719493441
"AC021106.1",67.4243787917108,-1.74107298707789,0.595883587894864,-2.92183410056442,0.003479768377044,0.0260808575395417
"TRGV7",43.4188936325002,1.70714050546976,0.567758306231826,3.0068085076552,0.00264006012515241,0.0212482923693052
"LINC02108",11.2263881422302,4.60602233534748,1.22435876053433,3.76198748587166,0.000168568484000345,0.00245852333297979
